pokemon_id,pokemon_name,height_m,weight_kg,base_experience,hp,attack,defense,special_attack,special_defense,speed
902,basculegion-male,3.0,110.0,265.0,120,112,65,80,75,78
903,sneasler,1.3,43.0,102.0,80,130,60,40,80,120
904,overqwil,2.5,60.5,179.0,85,115,95,65,65,85
905,enamorus-incarnate,1.6,48.0,116.0,74,115,70,135,80,106
906,sprigatito,0.4,4.1,62.0,40,61,54,45,45,65
907,floragato,0.9,12.2,144.0,61,80,63,60,63,83
908,meowscarada,1.5,31.2,265.0,76,110,70,81,70,123
909,fuecoco,0.4,9.8,62.0,67,45,59,63,40,36
910,crocalor,1.0,30.7,144.0,81,55,78,90,58,49
911,skeledirge,1.6,326.5,265.0,104,75,100,110,75,66
912,quaxly,0.5,6.1,62.0,55,65,45,50,45,50
913,quaxwell,1.2,21.5,144.0,70,85,65,65,60,65
914,quaquaval,1.8,61.9,265.0,85,120,80,85,75,85
915,lechonk,0.5,10.2,51.0,54,45,40,35,45,35
916,oinkologne-male,1.0,120.0,171.0,110,100,75,59,80,65
917,tarountula,0.3,4.0,42.0,35,41,45,29,40,20
918,spidops,1.0,16.5,141.0,60,79,92,52,86,35
919,nymble,0.2,1.0,42.0,33,46,40,21,25,45
920,lokix,1.0,17.5,158.0,71,102,78,52,55,92
921,pawmi,0.3,2.5,48.0,45,50,20,40,25,60
922,pawmo,0.4,6.5,123.0,60,75,40,50,40,85
923,pawmot,0.9,41.0,245.0,70,115,70,70,60,105
924,tandemaus,0.3,1.8,61.0,50,50,45,40,45,75
925,maushold-family-of-four,0.3,2.8,165.0,74,75,70,65,75,111
926,fidough,0.3,10.9,62.0,37,55,70,30,55,65
927,dachsbun,0.5,14.9,167.0,57,80,115,50,80,95
928,smoliv,0.3,6.5,52.0,41,35,45,58,51,30
929,dolliv,0.6,11.9,124.0,52,53,60,78,78,33
930,arboliva,1.4,48.2,255.0,78,69,90,125,109,39
931,squawkabilly-green-plumage,0.6,2.4,146.0,82,96,51,45,51,92
932,nacli,0.4,16.0,56.0,55,55,75,35,35,25
933,naclstack,0.6,105.0,124.0,60,60,100,35,65,35
934,garganacl,2.3,240.0,250.0,100,100,130,45,90,35
935,charcadet,0.6,10.5,51.0,40,50,40,50,40,35
936,armarouge,1.5,85.0,263.0,85,60,100,125,80,75
937,ceruledge,1.6,62.0,263.0,75,125,80,60,100,85
938,tadbulb,0.3,0.4,54.0,61,31,41,59,35,45
939,bellibolt,1.2,113.0,173.0,109,64,91,103,83,45
940,wattrel,0.4,3.6,56.0,40,40,35,55,40,70
941,kilowattrel,1.4,38.6,172.0,70,70,60,105,60,125
942,maschiff,0.5,16.0,68.0,60,78,60,40,51,51
943,mabosstiff,1.1,61.0,177.0,80,120,90,60,70,85
944,shroodle,0.2,0.7,58.0,40,65,35,40,35,75
945,grafaiai,0.7,27.2,170.0,63,95,65,80,72,110
946,bramblin,0.6,0.6,55.0,40,65,30,45,35,60
947,brambleghast,1.2,6.0,168.0,55,115,70,80,70,90
948,toedscool,0.9,33.0,67.0,40,40,35,50,100,70
949,toedscruel,1.9,58.0,180.0,80,70,65,80,120,100
950,klawf,1.3,79.0,158.0,70,100,115,35,55,75
951,capsakid,0.3,3.0,61.0,50,62,40,62,40,50
952,scovillain,0.9,15.0,170.0,65,108,65,108,65,75
953,rellor,0.2,1.0,54.0,41,50,60,31,58,30
954,rabsca,0.3,3.5,165.0,75,50,85,115,100,45
955,flittle,0.2,1.5,51.0,30,35,30,55,30,75
956,espathra,1.9,90.0,168.0,95,60,60,101,60,105
957,tinkatink,0.4,8.9,59.0,50,45,45,35,64,58
958,tinkatuff,0.7,59.1,133.0,65,55,55,45,82,78
959,tinkaton,0.7,112.8,253.0,85,75,77,70,105,94
960,wiglett,1.2,1.8,49.0,10,55,25,35,25,95
961,wugtrio,1.2,5.4,149.0,35,100,50,50,70,120
962,bombirdier,1.5,42.9,243.0,70,103,85,60,85,82
963,finizen,1.3,60.2,63.0,70,45,40,45,40,75
964,palafin-zero,1.3,60.2,160.0,100,70,72,53,62,100
965,varoom,1.0,35.0,60.0,45,70,63,30,45,47
966,revavroom,1.8,120.0,175.0,80,119,90,54,67,90
967,cyclizar,1.6,63.0,175.0,70,95,65,85,65,121
968,orthworm,2.5,310.0,240.0,70,85,145,60,55,65
969,glimmet,0.7,8.0,70.0,48,35,42,105,60,60
970,glimmora,1.5,45.0,184.0,83,55,90,130,81,86
971,greavard,0.6,35.0,58.0,50,61,60,30,55,34
972,houndstone,2.0,15.0,171.0,72,101,100,50,97,68
973,flamigo,1.6,37.0,175.0,82,115,74,75,64,90
974,cetoddle,1.2,45.0,67.0,108,68,45,30,40,43
975,cetitan,4.5,700.0,182.0,170,113,65,45,55,73
976,veluza,2.5,90.0,167.0,90,102,73,78,65,70
977,dondozo,12.0,220.0,265.0,150,100,115,65,65,35
978,tatsugiri-curly,0.3,8.0,166.0,68,50,60,120,95,82
979,annihilape,1.2,56.0,268.0,110,115,80,50,90,90
980,clodsire,1.8,223.0,151.0,130,75,60,45,100,20
981,farigiraf,3.2,160.0,260.0,120,90,70,110,70,60
982,dudunsparce-two-segment,3.6,39.2,182.0,125,100,80,85,75,55
983,kingambit,2.0,120.0,275.0,100,135,120,60,85,50
984,great-tusk,2.2,320.0,285.0,115,131,131,53,53,87
985,scream-tail,1.2,8.0,285.0,115,65,99,65,115,111
986,brute-bonnet,1.2,21.0,285.0,111,127,99,79,99,55
987,flutter-mane,1.4,4.0,285.0,55,55,55,135,135,135
988,slither-wing,3.2,92.0,285.0,85,135,79,85,105,81
989,sandy-shocks,2.3,60.0,285.0,85,81,97,121,85,101
990,iron-treads,0.9,240.0,285.0,90,112,120,72,70,106
991,iron-bundle,0.6,11.0,285.0,56,80,114,124,60,136
992,iron-hands,1.8,380.7,285.0,154,140,108,50,68,50
993,iron-jugulis,1.3,111.0,285.0,94,80,86,122,80,108
994,iron-moth,1.2,36.0,285.0,80,70,60,140,110,110
995,iron-thorns,1.6,303.0,285.0,100,134,110,70,84,72
996,frigibax,0.5,17.0,64.0,65,75,45,35,45,55
997,arctibax,0.8,30.0,148.0,90,95,66,45,65,62
998,baxcalibur,2.1,210.0,300.0,115,145,92,75,86,87
999,gimmighoul,0.3,5.0,60.0,45,30,70,75,70,10
1000,gholdengo,1.2,30.0,275.0,87,60,95,133,91,84
1001,wo-chien,1.5,74.2,285.0,85,85,100,95,135,70
1002,chien-pao,1.9,152.2,285.0,80,120,80,90,65,135
1003,ting-lu,2.7,699.7,285.0,155,110,125,55,80,45
1004,chi-yu,0.4,4.9,285.0,55,80,80,135,120,100
1005,roaring-moon,2.0,380.0,295.0,105,139,71,55,101,119
1006,iron-valiant,1.4,35.0,295.0,74,130,90,120,60,116
1007,koraidon,2.5,303.0,335.0,100,135,115,85,100,135
1008,miraidon,3.5,240.0,335.0,100,85,100,135,115,135
1009,walking-wake,3.5,280.0,295.0,99,83,91,125,83,109
1010,iron-leaves,1.5,125.0,295.0,90,130,88,70,108,104
1011,dipplin,0.4,9.7,170.0,80,80,110,95,80,40
1012,poltchageist,0.1,1.1,62.0,40,45,45,74,54,50
1013,sinistcha,0.2,2.2,178.0,71,60,106,121,80,70
1014,okidogi,1.8,92.2,278.0,88,128,115,58,86,80
1015,munkidori,1.0,12.2,278.0,88,75,66,130,90,106
1016,fezandipiti,1.4,30.1,278.0,88,91,82,70,125,99
1017,ogerpon,1.2,39.8,275.0,80,120,84,60,96,110
1018,archaludon,2.0,60.0,300.0,90,105,130,125,65,85
1019,hydrapple,1.8,93.0,270.0,106,80,110,120,80,44
1020,gouging-fire,3.5,590.0,295.0,105,115,121,65,93,91
1021,raging-bolt,5.2,480.0,295.0,125,73,91,137,89,75
1022,iron-boulder,1.5,162.5,295.0,90,120,80,68,108,124
1023,iron-crown,1.6,156.0,295.0,90,72,100,122,108,98
1024,terapagos,0.2,6.5,90.0,90,65,85,65,85,60
1025,pecharunt,0.3,0.3,300.0,88,88,160,88,88,88
10001,deoxys-attack,1.7,60.8,270.0,50,180,20,180,20,150
10002,deoxys-defense,1.7,60.8,270.0,50,70,160,70,160,90
10003,deoxys-speed,1.7,60.8,270.0,50,95,90,95,90,180
10004,wormadam-sandy,0.5,6.5,148.0,60,79,105,59,85,36
10005,wormadam-trash,0.5,6.5,148.0,60,69,95,69,95,36
10006,shaymin-sky,0.4,5.2,270.0,100,103,75,120,75,127
10007,giratina-origin,6.9,650.0,340.0,150,120,100,120,100,90
10008,rotom-heat,0.3,0.3,182.0,50,65,107,105,107,86
10009,rotom-wash,0.3,0.3,182.0,50,65,107,105,107,86
10010,rotom-frost,0.3,0.3,182.0,50,65,107,105,107,86
10011,rotom-fan,0.3,0.3,182.0,50,65,107,105,107,86
10012,rotom-mow,0.3,0.3,182.0,50,65,107,105,107,86
10013,castform-sunny,0.3,0.8,147.0,70,70,70,70,70,70
10014,castform-rainy,0.3,0.8,147.0,70,70,70,70,70,70
10015,castform-snowy,0.3,0.8,147.0,70,70,70,70,70,70
10016,basculin-blue-striped,1.0,18.0,161.0,70,92,65,80,55,98
10017,darmanitan-zen,1.3,92.9,189.0,105,30,105,140,105,55
10018,meloetta-pirouette,0.6,6.5,270.0,100,128,90,77,77,128
10019,tornadus-therian,1.4,63.0,290.0,79,100,80,110,90,121
10020,thundurus-therian,3.0,61.0,290.0,79,105,70,145,80,101
10021,landorus-therian,1.3,68.0,300.0,89,145,90,105,80,91
10022,kyurem-black,3.3,325.0,350.0,125,170,100,120,90,95
10023,kyurem-white,3.6,325.0,350.0,125,120,90,170,100,95
10024,keldeo-resolute,1.4,48.5,290.0,91,72,90,129,90,108
10025,meowstic-female,0.6,8.5,163.0,74,48,76,83,81,104
10026,aegislash-blade,1.7,53.0,250.0,60,140,50,140,50,60
10027,pumpkaboo-small,0.3,3.5,67.0,44,66,70,44,55,56
10028,pumpkaboo-large,0.5,7.5,67.0,54,66,70,44,55,46
10029,pumpkaboo-super,0.8,15.0,67.0,59,66,70,44,55,41
10030,gourgeist-small,0.7,9.5,173.0,55,85,122,58,75,99
10031,gourgeist-large,1.1,14.0,173.0,75,95,122,58,75,69
10032,gourgeist-super,1.7,39.0,173.0,85,100,122,58,75,54
10033,venusaur-mega,2.4,155.5,281.0,80,100,123,122,120,80
10034,charizard-mega-x,1.7,110.5,285.0,78,130,111,130,85,100
10035,charizard-mega-y,1.7,100.5,285.0,78,104,78,159,115,100
10036,blastoise-mega,1.6,101.1,284.0,79,103,120,135,115,78
10037,alakazam-mega,1.2,48.0,270.0,55,50,65,175,105,150
10038,gengar-mega,1.4,40.5,270.0,60,65,80,170,95,130
10039,kangaskhan-mega,2.2,100.0,207.0,105,125,100,60,100,100
10040,pinsir-mega,1.7,59.0,210.0,65,155,120,65,90,105
10041,gyarados-mega,6.5,305.0,224.0,95,155,109,70,130,81
10042,aerodactyl-mega,2.1,79.0,215.0,80,135,85,70,95,150
10043,mewtwo-mega-x,2.3,127.0,351.0,106,190,100,154,100,130
10044,mewtwo-mega-y,1.5,33.0,351.0,106,150,70,194,120,140
10045,ampharos-mega,1.4,61.5,275.0,90,95,105,165,110,45
10046,scizor-mega,2.0,125.0,210.0,70,150,140,65,100,75
10047,heracross-mega,1.7,62.5,210.0,80,185,115,40,105,75
10048,houndoom-mega,1.9,49.5,210.0,75,90,90,140,90,115
10049,tyranitar-mega,2.5,255.0,315.0,100,164,150,95,120,71
10050,blaziken-mega,1.9,52.0,284.0,80,160,80,130,80,100
10051,gardevoir-mega,1.6,48.4,278.0,68,85,65,165,135,100
10052,mawile-mega,1.0,23.5,168.0,50,105,125,55,95,50
10053,aggron-mega,2.2,395.0,284.0,70,140,230,60,80,50
10054,medicham-mega,1.3,31.5,179.0,60,100,85,80,85,100
10055,manectric-mega,1.8,44.0,201.0,70,75,80,135,80,135
10056,banette-mega,1.2,13.0,194.0,64,165,75,93,83,75
10057,absol-mega,1.2,49.0,198.0,65,150,60,115,60,115
10058,garchomp-mega,1.9,95.0,315.0,108,170,115,120,95,92
10059,lucario-mega,1.3,57.5,219.0,70,145,88,140,70,112
10060,abomasnow-mega,2.7,185.0,208.0,90,132,105,132,105,30
10061,floette-eternal,0.2,0.9,243.0,74,65,67,125,128,92
10062,latias-mega,1.8,52.0,315.0,80,100,120,140,150,110
10063,latios-mega,2.3,70.0,315.0,80,130,100,160,120,110
10064,swampert-mega,1.9,102.0,286.0,100,150,110,95,110,70
10065,sceptile-mega,1.9,55.2,284.0,70,110,75,145,85,145
10066,sableye-mega,0.5,161.0,168.0,50,85,125,85,115,20
10067,altaria-mega,1.5,20.6,207.0,75,110,110,110,105,80
10068,gallade-mega,1.6,56.4,278.0,68,165,95,65,115,110
10069,audino-mega,1.5,32.0,425.0,103,60,126,80,126,50
10070,sharpedo-mega,2.5,130.3,196.0,70,140,70,110,65,105
10071,slowbro-mega,2.0,120.0,207.0,95,75,180,130,80,30
10072,steelix-mega,10.5,740.0,214.0,75,125,230,55,95,30
10073,pidgeot-mega,2.2,50.5,261.0,83,80,80,135,80,121
10074,glalie-mega,2.1,350.2,203.0,80,120,80,120,80,100
10075,diancie-mega,1.1,27.8,315.0,50,160,110,160,110,110
10076,metagross-mega,2.5,942.9,315.0,80,145,150,105,110,110
10077,kyogre-primal,9.8,430.0,347.0,100,150,90,180,160,90
10078,groudon-primal,5.0,999.7,347.0,100,180,160,150,90,90
10079,rayquaza-mega,10.8,392.0,351.0,105,180,100,180,100,115
10080,pikachu-rock-star,0.4,6.0,112.0,35,55,40,50,50,90
10081,pikachu-belle,0.4,6.0,112.0,35,55,40,50,50,90
10082,pikachu-pop-star,0.4,6.0,112.0,35,55,40,50,50,90
10083,pikachu-phd,0.4,6.0,112.0,35,55,40,50,50,90
10084,pikachu-libre,0.4,6.0,112.0,35,55,40,50,50,90
10085,pikachu-cosplay,0.4,6.0,112.0,35,55,40,50,50,90
10086,hoopa-unbound,6.5,490.0,306.0,80,160,60,170,130,80
10087,camerupt-mega,2.5,320.5,196.0,70,120,100,145,105,20
10088,lopunny-mega,1.3,28.3,203.0,65,136,94,54,96,135
10089,salamence-mega,1.8,112.6,315.0,95,145,130,120,90,120
10090,beedrill-mega,1.4,40.5,223.0,65,150,40,15,80,145
10091,rattata-alola,0.3,3.8,51.0,30,56,35,25,35,72
10092,raticate-alola,0.7,25.5,145.0,75,71,70,40,80,77
10093,raticate-totem-alola,1.4,105.0,145.0,75,71,70,40,80,77
10094,pikachu-original-cap,0.4,6.0,112.0,35,55,40,50,50,90
10095,pikachu-hoenn-cap,0.4,6.0,112.0,35,55,40,50,50,90
10096,pikachu-sinnoh-cap,0.4,6.0,112.0,35,55,40,50,50,90
10097,pikachu-unova-cap,0.4,6.0,112.0,35,55,40,50,50,90
10098,pikachu-kalos-cap,0.4,6.0,112.0,35,55,40,50,50,90
10099,pikachu-alola-cap,0.4,6.0,112.0,35,55,40,50,50,90
10100,raichu-alola,0.7,21.0,243.0,60,85,50,95,85,110
10101,sandshrew-alola,0.7,40.0,60.0,50,75,90,10,35,40
10102,sandslash-alola,1.2,55.0,158.0,75,100,120,25,65,65
10103,vulpix-alola,0.6,9.9,60.0,38,41,40,50,65,65
10104,ninetales-alola,1.1,19.9,177.0,73,67,75,81,100,109
10105,diglett-alola,0.2,1.0,53.0,10,55,30,35,45,90
10106,dugtrio-alola,0.7,66.6,149.0,35,100,60,50,70,110
10107,meowth-alola,0.4,4.2,58.0,40,35,35,50,40,90
10108,persian-alola,1.1,33.0,154.0,65,60,60,75,65,115
10109,geodude-alola,0.4,20.3,60.0,40,80,100,30,30,20
10110,graveler-alola,1.0,110.0,137.0,55,95,115,45,45,35
10111,golem-alola,1.7,316.0,223.0,80,120,130,55,65,45
10112,grimer-alola,0.7,42.0,65.0,80,80,50,40,50,25
10113,muk-alola,1.0,52.0,175.0,105,105,75,65,100,50
10114,exeggutor-alola,10.9,415.6,186.0,95,105,85,125,75,45
10115,marowak-alola,1.0,34.0,149.0,60,80,110,50,80,45
10116,greninja-battle-bond,1.5,40.0,239.0,72,95,67,103,71,122
10117,greninja-ash,1.5,40.0,288.0,72,145,67,153,71,132
10118,zygarde-10-power-construct,1.2,33.5,243.0,54,100,71,61,85,115
10119,zygarde-50-power-construct,5.0,305.0,300.0,108,100,121,81,95,95
10120,zygarde-complete,4.5,610.0,354.0,216,100,121,91,95,85
10121,gumshoos-totem,1.4,60.0,146.0,88,110,60,55,60,45
10122,vikavolt-totem,2.6,147.5,225.0,77,70,90,145,75,43
10123,oricorio-pom-pom,0.6,3.4,167.0,75,70,70,98,70,93
10124,oricorio-pau,0.6,3.4,167.0,75,70,70,98,70,93
10125,oricorio-sensu,0.6,3.4,167.0,75,70,70,98,70,93
10126,lycanroc-midnight,1.1,25.0,170.0,85,115,75,55,75,82
10127,wishiwashi-school,8.2,78.6,217.0,45,140,130,140,135,30
10128,lurantis-totem,1.5,58.0,168.0,70,105,90,80,90,45
10129,salazzle-totem,2.1,81.0,168.0,68,64,60,111,60,117
10130,minior-orange-meteor,0.3,40.0,154.0,60,60,100,60,100,60
10131,minior-yellow-meteor,0.3,40.0,154.0,60,60,100,60,100,60
10132,minior-green-meteor,0.3,40.0,154.0,60,60,100,60,100,60
10133,minior-blue-meteor,0.3,40.0,154.0,60,60,100,60,100,60
10134,minior-indigo-meteor,0.3,40.0,154.0,60,60,100,60,100,60
10135,minior-violet-meteor,0.3,40.0,154.0,60,60,100,60,100,60
10136,minior-red,0.3,0.3,175.0,60,100,60,100,60,120
10137,minior-orange,0.3,0.3,175.0,60,100,60,100,60,120
10138,minior-yellow,0.3,0.3,175.0,60,100,60,100,60,120
10139,minior-green,0.3,0.3,175.0,60,100,60,100,60,120
10140,minior-blue,0.3,0.3,175.0,60,100,60,100,60,120
10141,minior-indigo,0.3,0.3,175.0,60,100,60,100,60,120
10142,minior-violet,0.3,0.3,175.0,60,100,60,100,60,120
10143,mimikyu-busted,0.2,0.7,167.0,55,90,80,50,105,96
10144,mimikyu-totem-disguised,0.4,2.8,167.0,55,90,80,50,105,96
10145,mimikyu-totem-busted,0.4,2.8,167.0,55,90,80,50,105,96
10146,kommo-o-totem,2.4,207.5,270.0,75,110,125,100,105,85
10147,magearna-original,1.0,80.5,300.0,80,95,115,130,115,65
10148,pikachu-partner-cap,0.4,6.0,112.0,35,55,40,50,50,90
10149,marowak-totem,1.7,98.0,149.0,60,80,110,50,80,45
10150,ribombee-totem,0.4,2.0,162.0,60,55,60,95,70,124
10151,rockruff-own-tempo,0.5,9.2,56.0,45,65,40,30,40,60
10152,lycanroc-dusk,0.8,25.0,170.0,75,117,65,55,65,110
10153,araquanid-totem,3.1,217.5,159.0,68,70,92,50,132,42
10154,togedemaru-totem,0.6,13.0,152.0,65,98,63,40,73,96
10155,necrozma-dusk,3.8,460.0,340.0,97,157,127,113,109,77
10156,necrozma-dawn,4.2,350.0,340.0,97,113,109,157,127,77
10157,necrozma-ultra,7.5,230.0,339.0,97,167,97,167,97,129
10158,pikachu-starter,0.4,6.0,86.0,45,80,50,75,60,120
10159,eevee-starter,0.3,6.5,87.0,65,75,70,65,85,75
10160,pikachu-world-cap,0.4,6.0,112.0,35,55,40,50,50,90
10161,meowth-galar,0.4,7.5,58.0,50,65,55,40,40,40
10162,ponyta-galar,0.8,24.0,82.0,50,85,55,65,65,90
10163,rapidash-galar,1.7,80.0,175.0,65,100,70,80,80,105
10164,slowpoke-galar,1.2,36.0,63.0,90,65,65,40,40,15
10165,slowbro-galar,1.6,70.5,172.0,95,100,95,100,70,30
10166,farfetchd-galar,0.8,42.0,132.0,52,95,55,58,62,55
10167,weezing-galar,3.0,16.0,172.0,65,90,120,85,70,60
10168,mr-mime-galar,1.4,56.8,161.0,50,65,65,90,90,100
10169,articuno-galar,1.7,50.9,290.0,90,85,85,125,100,95
10170,zapdos-galar,1.6,58.2,290.0,90,125,90,85,90,100
10171,moltres-galar,2.0,66.0,290.0,90,85,90,100,125,90
10172,slowking-galar,1.8,79.5,172.0,95,65,80,110,110,30
10173,corsola-galar,0.6,0.5,144.0,60,55,100,65,100,30
10174,zigzagoon-galar,0.4,17.5,56.0,38,30,41,30,41,60
10175,linoone-galar,0.5,32.5,147.0,78,70,61,50,61,100
10176,darumaka-galar,0.7,40.0,63.0,70,90,45,15,45,50
10177,darmanitan-galar-standard,1.7,120.0,168.0,105,140,55,30,55,95
10178,darmanitan-galar-zen,1.7,120.0,189.0,105,160,55,30,55,135
10179,yamask-galar,0.5,1.5,61.0,38,55,85,30,65,30
10180,stunfisk-galar,0.7,20.5,165.0,109,81,99,66,84,32
10181,zygarde-10,1.2,33.5,243.0,54,100,71,61,85,115
10182,cramorant-gulping,0.8,18.0,166.0,70,85,55,85,95,85
10183,cramorant-gorging,0.8,18.0,166.0,70,85,55,85,95,85
10184,toxtricity-low-key,1.6,40.0,176.0,75,98,70,114,70,75
10185,eiscue-noice,1.4,89.0,165.0,75,80,70,65,50,130
10186,indeedee-female,0.9,28.0,166.0,70,55,65,95,105,85
10187,morpeko-hangry,0.3,3.0,153.0,58,95,58,70,58,97
10188,zacian-crowned,2.8,355.0,360.0,92,150,115,80,115,148
10189,zamazenta-crowned,2.9,785.0,360.0,92,120,140,80,140,128
10190,eternatus-eternamax,100.0,0.0,563.0,255,115,250,125,250,130
10191,urshifu-rapid-strike,1.9,105.0,275.0,100,130,100,63,60,97
10192,zarude-dada,1.8,70.0,300.0,105,120,105,70,95,105
10193,calyrex-ice,2.4,809.1,340.0,100,165,150,85,130,50
10194,calyrex-shadow,2.4,53.6,340.0,100,85,80,165,100,150
10195,venusaur-gmax,24.0,1000.0,236.0,80,82,83,100,100,80
10196,charizard-gmax,28.0,1000.0,240.0,78,84,78,109,85,100
10197,blastoise-gmax,25.0,1000.0,239.0,79,83,100,85,105,78
10198,butterfree-gmax,17.0,1000.0,178.0,60,45,50,90,80,70
10199,pikachu-gmax,21.0,1000.0,112.0,35,55,40,50,50,90
10200,meowth-gmax,33.0,1000.0,58.0,40,45,35,40,40,90
10201,machamp-gmax,25.0,1000.0,227.0,90,130,80,65,85,55
10202,gengar-gmax,20.0,1000.0,225.0,60,65,60,130,75,110
10203,kingler-gmax,19.0,1000.0,166.0,55,130,115,50,50,75
10204,lapras-gmax,24.0,1000.0,187.0,130,85,80,85,95,60
10205,eevee-gmax,18.0,1000.0,65.0,55,55,50,45,65,55
10206,snorlax-gmax,35.0,1000.0,189.0,160,110,65,65,110,30
10207,garbodor-gmax,21.0,1000.0,166.0,80,95,82,60,82,75
10208,melmetal-gmax,25.0,1000.0,270.0,135,143,143,80,65,34
10209,rillaboom-gmax,28.0,1000.0,265.0,100,125,90,60,70,85
10210,cinderace-gmax,27.0,1000.0,265.0,80,116,75,65,75,119
10211,inteleon-gmax,40.0,1000.0,265.0,70,85,65,125,65,120
10212,corviknight-gmax,14.0,1000.0,248.0,98,87,105,53,85,67
10213,orbeetle-gmax,14.0,1000.0,253.0,60,45,110,80,120,90
10214,drednaw-gmax,24.0,1000.0,170.0,90,115,90,48,68,74
10215,coalossal-gmax,42.0,1000.0,255.0,110,80,120,80,90,30
10216,flapple-gmax,24.0,1000.0,170.0,70,110,80,95,60,70
10217,appletun-gmax,24.0,1000.0,170.0,110,85,80,100,80,30
10218,sandaconda-gmax,22.0,1000.0,179.0,72,107,125,65,70,71
10219,toxtricity-amped-gmax,24.0,1000.0,176.0,75,98,70,114,70,75
10220,centiskorch-gmax,75.0,1000.0,184.0,100,115,65,90,90,65
10221,hatterene-gmax,26.0,1000.0,255.0,57,90,95,136,103,29
10222,grimmsnarl-gmax,32.0,1000.0,255.0,95,120,65,95,75,60
10223,alcremie-gmax,30.0,1000.0,173.0,65,60,75,110,121,64
10224,copperajah-gmax,23.0,1000.0,175.0,122,130,69,80,69,30
10225,duraludon-gmax,43.0,1000.0,187.0,70,95,115,120,50,85
10226,urshifu-single-strike-gmax,29.0,1000.0,275.0,100,130,100,63,60,97
10227,urshifu-rapid-strike-gmax,26.0,1000.0,275.0,100,130,100,63,60,97
10228,toxtricity-low-key-gmax,24.0,1000.0,176.0,75,98,70,114,70,75
10229,growlithe-hisui,0.8,22.7,70.0,60,75,45,65,50,55
10230,arcanine-hisui,2.0,168.0,194.0,95,115,80,95,80,90
10231,voltorb-hisui,0.5,13.0,66.0,40,30,50,55,55,100
10232,electrode-hisui,1.2,71.0,172.0,60,50,70,80,80,150
10233,typhlosion-hisui,1.6,69.8,240.0,73,84,78,119,85,95
10234,qwilfish-hisui,0.5,3.9,88.0,65,95,85,55,55,85
10235,sneasel-hisui,0.9,27.0,86.0,55,95,55,35,75,115
10236,samurott-hisui,1.5,58.2,238.0,90,108,80,100,65,85
10237,lilligant-hisui,1.2,19.2,168.0,70,105,75,50,75,105
10238,zorua-hisui,0.7,12.5,66.0,35,60,40,85,40,70
10239,zoroark-hisui,1.6,73.0,179.0,55,100,60,125,60,110
10240,braviary-hisui,1.7,43.4,179.0,110,83,70,112,70,65
10241,sliggoo-hisui,0.7,68.5,158.0,58,75,83,83,113,40
10242,goodra-hisui,1.7,334.1,270.0,80,100,100,110,150,60
10243,avalugg-hisui,1.4,262.4,180.0,95,127,184,34,36,38
10244,decidueye-hisui,1.6,37.0,239.0,88,112,80,95,95,60
10245,dialga-origin,7.0,848.7,306.0,100,100,120,150,120,90
10246,palkia-origin,6.3,659.0,306.0,90,100,100,150,120,120
10247,basculin-white-striped,1.0,18.0,161.0,70,92,65,80,55,98
10248,basculegion-female,3.0,110.0,265.0,120,92,65,100,75,78
10249,enamorus-therian,1.6,48.0,116.0,74,115,110,135,100,46
10250,tauros-paldea-combat-breed,1.4,115.0,172.0,75,110,105,30,70,100
10251,tauros-paldea-blaze-breed,1.4,85.0,172.0,75,110,105,30,70,100
10252,tauros-paldea-aqua-breed,1.4,110.0,172.0,75,110,105,30,70,100
10253,wooper-paldea,0.4,11.0,42.0,55,45,45,25,25,15
10254,oinkologne-female,1.0,120.0,171.0,115,90,70,59,90,65
10255,dudunsparce-three-segment,4.5,47.4,182.0,125,100,80,85,75,55
10256,palafin-hero,1.8,97.4,160.0,100,160,97,106,87,100
10257,maushold-family-of-three,0.3,2.3,165.0,74,75,70,65,75,111
10258,tatsugiri-droopy,0.3,8.0,166.0,68,50,60,120,95,82
10259,tatsugiri-stretchy,0.3,8.0,166.0,68,50,60,120,95,82
10260,squawkabilly-blue-plumage,0.6,2.4,146.0,82,96,51,45,51,92
10261,squawkabilly-yellow-plumage,0.6,2.4,146.0,82,96,51,45,51,92
10262,squawkabilly-white-plumage,0.6,2.4,146.0,82,96,51,45,51,92
10263,gimmighoul-roaming,0.1,1.0,60.0,45,30,25,75,45,80
10264,koraidon-limited-build,3.5,303.0,335.0,100,135,115,85,100,135
10265,koraidon-sprinting-build,3.5,303.0,335.0,100,135,115,85,100,135
10266,koraidon-swimming-build,3.5,303.0,335.0,100,135,115,85,100,135
10267,koraidon-gliding-build,3.5,303.0,335.0,100,135,115,85,100,135
10268,miraidon-low-power-mode,2.8,240.0,335.0,100,85,100,135,115,135
10269,miraidon-drive-mode,2.8,240.0,335.0,100,85,100,135,115,135
10270,miraidon-aquatic-mode,2.8,240.0,335.0,100,85,100,135,115,135
10271,miraidon-glide-mode,2.8,240.0,335.0,100,85,100,135,115,135
10272,ursaluna-bloodmoon,2.4,290.0,275.0,113,70,120,135,65,52
10273,ogerpon-wellspring-mask,1.2,39.8,275.0,80,120,84,60,96,110
10274,ogerpon-hearthflame-mask,1.2,39.8,275.0,80,120,84,60,96,110
10275,ogerpon-cornerstone-mask,1.2,39.8,275.0,80,120,84,60,96,110
10276,terapagos-terastal,0.3,16.0,90.0,95,95,110,105,110,85
10277,terapagos-stellar,1.7,77.0,90.0,160,105,110,130,110,85
